ID;Term;Begrepsforklaring;Definisjon;Språkversjoner;Beskrivelsestype;Alternative termer;Kilde;Frarådde termer;Eksempler
BEGREP-1842;Tredjepartsopplysninger;Opplysningsplikt for tredjeparter gir regler om tredjeparters plikt til å gi opplysninger til skattemyndighetene av eget tiltak, uten at myndighetene har bedt om det. Slike tredjepartsopplysninger er en nødvendig forutsetning for forhåndsutfylling av skattemeldingen for personlige skattytere. Opplysningene gjelder ikke bare fastsetting av skatt, men er også kontrollopplysninger for andre lands skattemyndigheter. Reglene gjelder også tredjepartsopplysninger for MVA;opplysninger som tredjeparter som arbeidsgivere og banker er pliktige til å gi til skattemyndighetene, jf. skfvl. kapittel 7.;Bokmål;;ligningsoppgave (tredjepartsopplysninger);Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1841;TJ06 fastsetting og skatteoppgjør;;tjenesteområde fastsetting og skatteoppgjør i Skatteetaten;Bokmål;;TJ06 ligning og skatteoppgjør;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1840;TJ05 skattemelding;;tjenesteområde skattemelding i Skatteetaten;Bokmål;;TJ05 selvangivelse;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1839;Tilleggsskatt;"Tilleggsskatt beregnes av skattemyndighetene (beregnet tilleggsskatt) og ilegges skattyter (ilagt tilleggsskatt) er aspekter av tilleggsskatt i forskjellige stadier av skattleggingsprosessen. Der det ikke er nødvendig å presisere brukes bare ""tilleggsskatt"" som begrep. Tilleggsskatt skal ikke ilegges når skattepliktiges/mva-pliktiges forhold kan anses unnskyldelig. Alvorlige tilfeller ilegges skjerpet tilleggsskatt (jf. skfvl. § 14-6). og eventuelt anmeldelse som straffbart forhold.";en administrativ reaksjon som kan ilegges i etterkant for å ha oppgitt ufullstendige eller uriktige opplysninger til skattemyndighetene. Ilagt tvangsmulkt kommer til fradrag ved ilagt tilleggsskatt for unnlatt levering av de samme opplysningene, jf. skfvl. § 14-3.;Bokmål;;tilleggsavgift;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1838;Tilleggsmelding;Endringsmelding er fellesbetegnelse for tilleggsmelding og korrigert melding. I noen sammenhenger kan det være behov for å presisere hvilken type endringsmelding man sikter til, ettersom virkningen av tilleggsmelding og korrigert melding er ulik. I a-ordningen brukes erstatningsmelding. Se også endringsmelding og korrigert melding.;en melding med nye opplysninger som benyttes ved krav om endring av tidligere levert skattemelding eller melding om trekk.;Bokmål;;tilleggsoppgave;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1837;Særavgift;For registrerte virksomheter oppstår avgiftsplikten ved uttak fra virksomhetens godkjente lokaler, innførsel når varene ikke legges inn på godkjent lokale, eller ved opphør av registrering. For ikke-registrerte importører oppstår avgiftsplikten ved innførselen.;skatt på varer som omfattes av Stortingets avgiftsvedtak.;Bokmål;;særavgift;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1836;Skjønnsfastsetting;Oppfyller ikke skattyter sin plikt til faktisk å levere skattemelding og/eller næringsoppgave mv., skal skattegrunnlaget fastsettes ved skjønn, jf. skfvl. § 12-2. Skattemyndighetene kan fastsette skattegrunnlaget ved skjønn når det ikke foreligger noen fastsetting etter kapittel 9, eller leverte meldinger ikke gir et forsvarlig grunnlag å bygge fastsettingen på. Skjønnet skal settes til det som framstår som riktig ut fra opplysningene i saken.;skattemyndighetenes fastsetting av skattegrunnlaget når det ikke foreligger noen fastsetting eller leverte meldinger ikke gir et forsvarlig grunnlag å bygge fastsettingen på.;Bokmål;;skjønnsligning;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1835;Skattleggingsperiode;Termin brukes i mva-loven og refererer spesifikt til den perioden som en gitt mva-melding gjelder for. Inntektsår er brukt i skatteloven, mens periode er brukt i forskrift om særavgifter.;skattleggingsperiode er et fellesbegrep, og refererer generelt til den perioden som en gitt skattefastsetting gjelder for. Termin er det brukte begrepet i mva-loven.;Bokmål;;termin;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1834;Skattleggingsperiode;Periode brukes i forskrift om særavgifter og refererer til tidsrommet som avgiftsbelegges. Inntektsår er brukt i skatteloven, mens termin er brukt i mva-loven .;skattleggingsperiode er et fellesbegrep, og refererer generelt til den perioden som en gitt skattefastsetting gjelder for. Periode er det brukte begrepet i forskrift om særavgifter.;Bokmål;;ligningsperiode;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1833;Skattleggingsperiode;Inntektsår brukes i skatteloven og referer til det året inntekten opptjenes, som ikke alltid er det samme som kalenderåret. Termin er brukt i mva-loven, mens periode er brukt i forskrift om særavgifter.;skattleggingsperiode er et fellesbegrep, og refererer generelt til den perioden som en gitt skattefastsetting gjelder for. Inntektsår er det brukte begrepet i skatteloven.;Bokmål;;inntektsår;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1832;Skattleggingsperiode;For forskuddstrekk og beregnet arbeidsgiveravgift sendes terminoppgave seks ganger i løpet av året Dagens begrep, ligningsperiode, brukes i OT.prp nr.1 (2003-2004).;skattleggingsperiode er et fellesbegrep som brukes om alle former for skatt, og refererer generelt til den perioden som en gitt skattefastsetting gjelder for.;Bokmål;;inntektsår;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1831;Skattetrekksmelding;Skatteetaten sender ut et brev (skattetrekksmelding) med informasjon om skattekort og grunnlag for beregning av skattetrekk i desember hvert år jf. sktbl. § 5-1.;skattetrekksmelding inneholder opplysninger som viser beregnet forskuddstrekk, beregningsgrunnlaget for skattetrekket, og opplysninger om hvem som har etterspurt skattekort for skattyteren i foregående inntektsår.;Bokmål;;skattetrekksmelding;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1830;Skattepliktige som skal levere skattemelding til Sentralskattekontoret for utenlandssaker;Sentralskattekontoret for utenlandssaker (SFU) beregner skatten for utenlandske virksomheter og deres utenlandske ansatte ved oppdrag/arbeid i Norge eller på norsk sokkel. I tillegg beregner SFU skatten for sokkelarbeidere bosatt i utlandet, utenlandske sjøfolk på norskregistrerte skip og utenlandske artister. SFU har også ansvar for nordisk trekkavtale.;skattepliktige som skal levere skattemelding til Sentralskattekontoret for utenlandssaker (SFU).;Bokmål;;skattytere som er gjenstand for sentral ligning ved Sentralskattekontoret for utenlandssaker;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1829;Skattepliktig;Skattyter kan fortsatt brukes av det som idag reguleres av ligningsloven.;en fysisk eller juridisk person som skal svare eller få kompensert formues- og inntektsskatt, svalbardskatt eller petroleumsskatt, jf. skfvl. § 8-2.;Bokmål;;skattyter;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1828;Skattepliktig;;foretak som er registrert i merverdiavgiftsregisteret eller tilsvarende avgiftsregister og svarer avgift, jf. skfvl. § 8-3 til 8-5.;Bokmål;;registrert avgiftssubjekt;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1827;Skattepliktig;Avgiftssubjekt kan fortsatt brukes av det som idag reguleres av merverdiavgiftsloven.;en fysisk eller juridisk person som skal svare eller få kompensert merverdiavgiftavgift, jf. skfvl. § 8-3. og mval. 1-2.;Bokmål;;avgiftssubjekt;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1826;Skattepliktig;Avgiftspliktig kan fortsatt brukes av det som idag reguleres av særavgiftsloven.;en fysisk eller juridisk person som skal svare særavgifter, jf. skfvl. § 8-4.;Bokmål;;avgiftspliktig;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1825;Skattepliktig;Fellesbetegnelse for pliktige for alle skatter og avgifter. Skattyter kan brukes om den som skal skatte av formue og inntekt, avgiftssubjekt kan brukes om den som svarer merverdiavgift, avgiftspliktig kan brukes om den som svarer særavgifter.;en fysisk eller juridisk person som skal svare eller få kompensert skatt. Jf. skfvl. Som nevnt i skfvl. 1-1;Bokmål;;skattepliktig;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1824;Skatteoppgjør;Etter fastsetting av skattegrunnlaget og beregning av skatt skal det foretas et skatteoppgjør, jf. skfvl. § 9-3.;informasjon om det fastsatte grunnlaget for skatten, myndighetenes skatteberegning og avregning.;Bokmål;;skatteoppgjør;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1823;Skatteoppgjør;Etter fastsetting av skattegrunnlaget og beregning av skatt skal det foretas et skatteoppgjør, jf. skfvl. § 9-3.;informasjon om det fastsatte grunnlaget for skatten, myndighetenes skatteberegning og avregning.;Bokmål;;ligningsoppgjør;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1822;Skattemyndighet;"Skattemyndighet brukes om ansvarlige myndigheter for formues- og inntektsskatt, Jan Mayen-skatt, artistskatt, arbeidsgiveravgift, merverdiavgift, petroleumsskatt, Svalbardskatt, merverdiavgiftskompensasjon, særavgifter og motorkjøretøyavgifter - inkludert Skattekontoret, Skattedirektoratet, Skatteklagenemda, sekretariatet for Skatteklagenemda, Oljeskattekontoret, Klagenemda for Petroleumsskatt og Skatteklagenemda for Svalbard , som definert i skfvl. kapittel 2.
Skatteetaten kan brukes når det ikke er nødvendig å omtale myndighet, men merk at The Norwegian Tax Administration (Skatteetaten) og The Norwegian Directorate of Taxes (Skattedirektoratet) er offisielle navn. Tax Norway skal ikke brukes.";skattemyndighet er et felles begrep for ansvarlige myndigheter for alle skatter og avgifter.;Bokmål;;ligningsmyndighet;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1821;Skattemyndighet;Tidligere avgiftsmyndighet. Skattemyndighet er et felles begrep for ansvarlige myndigheter for alle skatter og avgifter. Avgiftsmyndighet brukes der det er nødvendig for å skille mellom behandling av skatter og avgifter.;avgiftsmyndighet brukes om ansvarlige myndigheter for arbeidsgiveravgift, merverdiavgift, merverdiavgift-kompensasjon, motorvognavgifter og særavgifter, som definert i skfvl. kapittel 2.;Bokmål;;avgiftsmyndighet;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1820;Skattemelding for særavgifter;Kortnavnet særavgiftsmelding kan brukes der det ikke er behov for lovbegrepet.;en melding som leveres som ledd i egenfastsetting av særavgifter, jf. skfvl. § 8-4.;Bokmål;;særavgiftsoppgave;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1819;Skattemelding for motorkjøretøyavgifter;Denne meldingen skal likevel ikke sendes når den skattepliktige har gitt riktige og fullstendige opplysninger til vegmyndighetene.;en melding med opplysninger om bruk eller endring av motorkjøretøy og andre opplysninger som har betydning for fastsetting av motorkjøretøyavgifter, jf. skfvl. § 8-5.;Bokmål;;motorkjøretøyavgiftsoppgave;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1818;Skattemelding for merverdiavgiftskompensasjon;Grunnlaget for kompensasjonskravet skal kontrolleres og attesteres av registrert eller statsautorisert revisor eller kommunerevisor.;en melding med opplysninger som har betydning for fastsetting av merverdiavgiftskompensasjon, jf. skfvl. § 8-7.;Bokmål;;kompensasjonsoppgave;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1817;Skattemelding for merverdiavgift;"Mva-melding. Dette er det samme som dagens begreper Merverdiavgiftsoppgave og Merverdiavgift omsetningsoppgave. For å gjøre det mer tilgjengelig har Skatteetaten valgt mva-melding som kortnavn (isteden for skattemelding for mva). Kortnavn brukes der det ikke er behov for hele lovbegrepet. Alternativt kan ""skattemelding"" brukes der meningen er klar fra konteksten.";en melding som leveres som ledd i egenfastsetting av merverdiavgift, jf. skfvl. § 8-3.;Bokmål;;"merverdiavgiftsoppgave 
";Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1816;Skattemelding for merverdiavgift;"Mva-melding. Dette er det samme som dagens begreper Merverdiavgiftsoppgave og Merverdiavgift omsetningsoppgave. For å gjøre det mer tilgjengelig har Skatteetaten valgt mva-melding som kortnavn (isteden for skattemelding for mva). Kortnavn brukes der det ikke er behov for hele lovbegrepet. Alternativt kan ""skattemelding"" brukes der meningen er klar fra konteksten.";en melding som leveres som ledd i egenfastsetting av merverdiavgift, jf. skfvl. § 8-3.;Bokmål;;merverdiavgift omsetningsoppgave;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1815;Skattemelding for formues- og inntektsskatt;"Skattemelding. Merk at loven bruker ""skattemelding for formues- og inntektsskatt, svalbardskatt og petroleumsskatt."" Merk også at skattemeldingen tilsvarer selvangivelsen med vedlegg. Kortnavn kan brukes hvis meningen er klar fra konteksten.";en melding som leveres som ledd i egenfastsetting av formues- og inntektsskatt, petroleumsskatt og svalbardskatt i henhold til svalbardskatteloven §§ 2-1, 2-2 eller 3-2, jf. skfvl. § 8-2.;Bokmål;;selvangivelse;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1814;Skattemelding for arbeidsgiveravgift;Når det foreligger forhold som nevnt i skattebetalingsloven § 4-1 annet ledd, påhviler opplysningsplikten etter første ledd den som har plikt til å foreta forskuddstrekk. Merk at dette ikke er en selvstendig melding men dekkes gjennom at arbeidsgiver fastsetter avgift ved å levere a-melding.;en melding med opplysninger om beregnet arbeidsgiveravgift og grunnlaget for beregning av avgift etter reglene i a-opplysningsloven, jf. skfvl. § 7-2 og § 8-6, og opplysninger om forskuddstrekk, jf. sktbl. § 5-11.;Bokmål;;terminoppgave for arbeidsgiveravgift og forskuddstrekk;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1813;Skattemelding;Melding. Skattemelding brukes om alle formues- og inntektsskatteartene såvel som for mva. Spesifikasjon av skatteart brukes der det er nødvendig (f.eks. Skattemelding for formues- og inntektsskatt). Erstatter begrepene selvangivelse, særavgiftsoppgave, merverdiavgiftsoppgave, melding om trekk fra arbeidsgiver på Svalbard, melding om utenlandsk artist, skattemelding for motorkjøretøyavgifter osv. (jf. skfvl. § 8.2 til 8.7 og § 8.9).;fellesbetegnelse for meldinger som skal leveres som ledd i egenfastsetting.;Bokmål;;;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1812;Skattegrunnlag;Det er flere typer skattegrunnlag - prognose: benyttes til forskudd - skattemelding: skattyters fastsetting til skatteoppgjør - myndighetsfastsatt: skattemyndighetenes fastsetting til skatteoppgjør. Hver type kan ha flere versjoner.;opplysninger om den skattepliktige, den skattepliktiges økonomi (inntekt/fradrag/formue/gjeld), innførsel, omsetning og uttak og den skattepliktiges produksjon og varehåndtering, klassifisert, verdisatt og korrekt periodisert. Den skattepliktige skal kunne observere skattegrunnlaget i sine omgivelser.;Bokmål;;skattegrunnlag;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1811;Skatteforvaltningsloven;Merk at skfvl. ikke er en offisiell forkortelse men brukes i kommunikasjon innenfor Skatteetaten, og at ligningsloven fortsatt gjelder som en opphevet lov etter 1 januar 2017.;lov 27. mai 2016 nr. 14 om skatteforvaltning. Erstatter lov 13. juni 1980 nr. 24 om ligningsforvaltning (ligningsloven).;Bokmål;;(dette er en ny skatteforvaltningslov, ikke en oppdatering av den eksisterende ligningsloven);Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1810;Skatteforvaltningshåndboka;Skatteforvaltningshåndboka 2016/17 redegjør for skatteforvaltningsreglene som gjelder for ligningsåret 2016. Merk at Skatteforvaltningshåndboka ikke utgis på nynorsk.;en håndbok som redegjør for saksbehandlingsreglene i skatteforvaltningsloven.;Bokmål;;lignings-abc;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
